resume_text,skills,num_skills,years_experience,education,has_projects,has_certifications,num_sections,resume_score,role
"OBJECTIVE
Detail-oriented professional skilled in python and tensorflow, seeking a AI Engineer role. Completed coursework and internships involving computer vision and machine learning.

EDUCATION
Bachelors degree, relevant coursework in tensorflow.

TECHNICAL SKILLS
deep learning, tensorflow, python, pytorch, git, user research, computer vision, machine learning, ansible, nlp, keras

PROFESSIONAL EXPERIENCE
AI Engineer Intern, NovaTech (0.9 yrs)
- Assisted senior engineers with tasks involving python and computer vision.
- Learned tensorflow on the job through mentorship.

PERSONAL PROJECTS
Personal Portfolio System
Built using python and tensorflow. Focused on solving a practical problem and deploying a working demo.

Automation Toolkit
Built using python and tensorflow. Focused on solving a practical problem and deploying a working demo.","deep learning, tensorflow, python, pytorch, git, user research, computer vision, machine learning, ansible, nlp, keras",11,0.9,Bachelors,1,0,5,71.3,AI Engineer
"PROFILE
Results-driven AI Engineer with 0.0 years of practical exposure to opencv and sql. Enjoys solving problems with nlp.

EDUCATION
Masters degree, relevant coursework in opencv.

CORE COMPETENCIES
git, opencv, docker, sql, computer vision, tensorflow, deep learning, python, machine learning, javascript, nlp, keras

PERSONAL PROJECTS
Mini Analytics Engine
Built using opencv and sql. Focused on solving a practical problem and deploying a working demo.

Data Insights Dashboard
Built using opencv and sql. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to docker.","git, opencv, docker, sql, computer vision, tensorflow, deep learning, python, machine learning, javascript, nlp, keras",12,0.0,Masters,1,1,5,83.1,AI Engineer
"OBJECTIVE
Detail-oriented professional skilled in react and webpack, seeking a Frontend Developer role. Completed coursework and internships involving javascript and next.js.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in typescript.

SKILLS
javascript, next.js, webpack, react, redux

EXPERIENCE
Frontend Developer, Acme Solutions (2.2 yrs)
- Built and maintained systems using react and webpack.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Data Insights Dashboard
Built using react and webpack. Focused on solving a practical problem and deploying a working demo.","javascript, next.js, webpack, react, redux",5,2.2,Bachelors,1,0,5,55.0,Frontend Developer
"PROFILE
Detail-oriented professional skilled in microservices and flask, seeking a Backend Developer role. Completed coursework and internships involving django and python.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in redis.

CORE COMPETENCIES
excel, git, mongodb, microservices, rest api, flask, python, prototyping, django

WORK EXPERIENCE
Backend Developer Intern, NovaTech (2.5 yrs)
- Assisted senior engineers with tasks involving microservices and django.
- Learned flask on the job through mentorship.

ACADEMIC PROJECTS
Campus Utility App
Applied microservices to analyze data and flask to build the final solution, presenting results to peers.","excel, git, mongodb, microservices, rest api, flask, python, prototyping, django",9,2.5,Masters,1,0,5,57.0,Backend Developer
"OBJECTIVE
UI/UX Designer candidate with a strong foundation in css, prototyping, design systems. Passionate about user research and continuous learning.

EDUCATION
Masters degree, relevant coursework in figma.

CORE COMPETENCIES
css, prototyping, mysql, usability testing, user research, design systems, networking

ACADEMIC PROJECTS
Personal Portfolio System
Built using css and prototyping. Focused on solving a practical problem and deploying a working demo.

Data Insights Dashboard
Applied css to analyze data and prototyping to build the final solution, presenting results to peers.","css, prototyping, mysql, usability testing, user research, design systems, networking",7,3.0,Masters,1,0,4,58.0,UI/UX Designer
"OBJECTIVE
DevOps Engineer candidate with a strong foundation in aws, terraform, ansible. Passionate about kubernetes and continuous learning.

EDUCATION
Masters degree, relevant coursework in linux.

TECHNICAL SKILLS
terraform, linux, mysql, bash, kubernetes, ansible, wireframing, c++, aws, git, monitoring

ACADEMIC PROJECTS
Recommendation Prototype
Built using aws and terraform. Focused on solving a practical problem and deploying a working demo.","terraform, linux, mysql, bash, kubernetes, ansible, wireframing, c++, aws, git, monitoring",11,1.2,Masters,1,0,4,54.9,DevOps Engineer
"SUMMARY
UI/UX Designer candidate with a strong foundation in sketch, prototyping, adobe xd. Passionate about wireframing and continuous learning.

EDUCATION
Bachelors degree, relevant coursework in html.

TECHNICAL SKILLS
prototyping, docker, adobe xd, wireframing, sketch, user research, design systems, data analysis, linux

EXPERIENCE
UI/UX Designer Intern, Skyline Systems (5.9 yrs)
- Assisted senior engineers with tasks involving sketch and adobe xd.
- Learned prototyping on the job through mentorship.

ACADEMIC PROJECTS
Recommendation Prototype
Applied sketch to analyze data and prototyping to build the final solution, presenting results to peers.

Mini Analytics Engine
Built using sketch and prototyping. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to adobe xd.","prototyping, docker, adobe xd, wireframing, sketch, user research, design systems, data analysis, linux",9,5.9,Bachelors,1,1,6,66.0,UI/UX Designer
"PROFILE
Results-driven Data Scientist with 8.5 years of practical exposure to scikit-learn and sql. Enjoys solving problems with numpy.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in numpy.

SKILLS
pandas, junit, scikit-learn, machine learning, numpy, microservices, r, sql, mongodb

PROFESSIONAL EXPERIENCE
Data Scientist, Skyline Systems (8.5 yrs)
- Built and maintained systems using scikit-learn and sql.
- Collaborated with a small team to ship features on schedule.","pandas, junit, scikit-learn, machine learning, numpy, microservices, r, sql, mongodb",9,8.5,Diploma,0,0,4,41.3,Data Scientist
"OBJECTIVE
Results-driven Data Scientist with 2.9 years of practical exposure to r and scikit-learn. Enjoys solving problems with tableau.

EDUCATION
Diploma degree, relevant coursework in tableau.

CORE COMPETENCIES
requirements gathering, sql, matplotlib, tableau, node.js, scikit-learn, r, data structures, statistics, python, machine learning, adobe xd

PERSONAL PROJECTS
Automation Toolkit
Applied r to analyze data and scikit-learn to build the final solution, presenting results to peers.

Mini Analytics Engine
Applied r to analyze data and scikit-learn to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to excel.","requirements gathering, sql, matplotlib, tableau, node.js, scikit-learn, r, data structures, statistics, python, machine learning, adobe xd",12,2.9,Diploma,1,1,5,76.4,Data Scientist
"SUMMARY
Motivated Cloud Engineer with hands-on experience in docker, networking and gcp. Built projects applying python to solve real-world problems.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in gcp.

CORE COMPETENCIES
docker, python, gcp, networking

WORK EXPERIENCE
Cloud Engineer, Acme Solutions (1.9 yrs)
- Built and maintained systems using docker and networking.
- Collaborated with a small team to ship features on schedule.

PROJECTS
Recommendation Prototype
Applied docker to analyze data and networking to build the final solution, presenting results to peers.","docker, python, gcp, networking",4,1.9,Diploma,1,0,5,49.4,Cloud Engineer
"EDUCATION
PhD degree, relevant coursework in sql.

SKILLS
statistics, matplotlib, scikit-learn, python, excel, numpy, power bi, tableau

PROFESSIONAL EXPERIENCE
Data Scientist, Quantum Analytics (0.5 yrs)
- Built and maintained systems using excel and scikit-learn.
- Collaborated with a small team to ship features on schedule.

PROJECTS
Automation Toolkit
Built using excel and scikit-learn. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to matplotlib.","statistics, matplotlib, scikit-learn, python, excel, numpy, power bi, tableau",8,0.2,PhD,1,1,5,68.0,Data Scientist
"PROFESSIONAL SUMMARY
AI Engineer candidate with a strong foundation in tensorflow, machine learning, nlp. Passionate about docker and continuous learning.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in nlp.

CORE COMPETENCIES
tensorflow, nlp, deep learning, docker, machine learning, computer vision

EXPERIENCE
AI Engineer, NovaTech (5.3 yrs)
- Built and maintained systems using tensorflow and machine learning.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Automation Toolkit
Applied tensorflow to analyze data and machine learning to build the final solution, presenting results to peers.","tensorflow, nlp, deep learning, docker, machine learning, computer vision",6,5.3,PhD,1,0,5,65.3,AI Engineer
"PROFESSIONAL SUMMARY
Results-driven Cybersecurity Analyst with 3.5 years of practical exposure to firewalls and incident response. Enjoys solving problems with cryptography.

EDUCATION
Masters degree, relevant coursework in python.

SKILLS
firewalls, network security, penetration testing, siem, cryptography, python, linux, vulnerability assessment, incident response

ACADEMIC PROJECTS
Personal Portfolio System
Built using firewalls and incident response. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to vulnerability assessment.","firewalls, network security, penetration testing, siem, cryptography, python, linux, vulnerability assessment, incident response",9,3.5,Masters,1,1,5,94.9,Cybersecurity Analyst
"SUMMARY
Results-driven Data Scientist with 3.4 years of practical exposure to tableau and pandas. Enjoys solving problems with sql.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in power bi.

CORE COMPETENCIES
numpy, excel, pandas, power bi, tableau, sql

PROJECTS
Mini Analytics Engine
Built using tableau and pandas. Focused on solving a practical problem and deploying a working demo.

Automation Toolkit
Applied tableau to analyze data and pandas to build the final solution, presenting results to peers.","numpy, excel, pandas, power bi, tableau, sql",6,3.4,Bachelors,1,0,4,58.2,Data Scientist
"SUMMARY
Frontend Developer candidate with a strong foundation in webpack, git, typescript. Passionate about react and continuous learning.

EDUCATION
Bachelors degree, relevant coursework in css.

TECHNICAL SKILLS
machine learning, html, adobe xd, react, responsive design, next.js, css, webpack, git, typescript, javascript, figma, redux

WORK EXPERIENCE
Frontend Developer, BrightPath Labs (1.8 yrs)
- Built and maintained systems using webpack and git.
- Collaborated with a small team to ship features on schedule.","machine learning, html, adobe xd, react, responsive design, next.js, css, webpack, git, typescript, javascript, figma, redux",13,1.8,Bachelors,0,0,4,71.7,Frontend Developer
"PROFESSIONAL SUMMARY
Cloud Engineer candidate with a strong foundation in terraform, docker, cloudformation. Passionate about kubernetes and continuous learning.

EDUCATION
Bachelors degree, relevant coursework in aws.

CORE COMPETENCIES
gcp, azure, ci/cd, scikit-learn, design systems, adobe xd, docker, linux, r, aws, python, cloudformation, networking, terraform, kubernetes

EXPERIENCE
Cloud Engineer, Cascade Consulting (2.2 yrs)
- Automated workflows involving terraform, reducing manual effort.
- Used docker daily to support ongoing projects.

ACADEMIC PROJECTS
Data Insights Dashboard
Built using terraform and docker. Focused on solving a practical problem and deploying a working demo.","gcp, azure, ci/cd, scikit-learn, design systems, adobe xd, docker, linux, r, aws, python, cloudformation, networking, terraform, kubernetes",15,2.2,Bachelors,1,0,5,85.2,Cloud Engineer
"OBJECTIVE
AI Engineer candidate with a strong foundation in python, opencv, machine learning. Passionate about keras and continuous learning.

EDUCATION
Masters degree, relevant coursework in docker.

TECHNICAL SKILLS
machine learning, docker, numpy, keras, next.js, python, opencv

PROFESSIONAL EXPERIENCE
AI Engineer, NovaTech (0.5 yrs)
- Built and maintained systems using python and opencv.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Personal Portfolio System
Applied python to analyze data and opencv to build the final solution, presenting results to peers.","machine learning, docker, numpy, keras, next.js, python, opencv",7,0.2,Masters,1,0,5,45.4,AI Engineer
